order_id,order_date,order_time,customer_segment,order_value,cuisine_type,delivery_time_mins,promo_code_used,is_reorder
372,2025-11-25,17:53:24,Grad Student,30.04,Mexican,23,No,No
373,2025-11-26,19:20:28,Dorm,14.76,Pizza,33,No,No
374,2025-11-26,19:43:08,Greek Life,42.86,Breakfast,20,Yes,Yes
375,2025-11-27,11:29:03,Greek Life,62.31,Burgers,25,No,No
376,2025-11-27,16:41:38,Greek Life,38.18,Pizza,26,Yes,No
377,2025-11-27,17:43:00,Dorm,12.62,Mexican,26,No,Yes
378,2025-11-27,18:22:45,Off-Campus,15.51,Mexican,32,No,No
379,2025-11-27,18:47:41,Dorm,11.93,Salads,28,No,Yes
380,2025-11-28,12:58:37,Dorm,9.20,Burgers,31,No,No
381,2025-11-28,13:20:27,Greek Life,45.61,Salads,27,Yes,No
382,2025-11-28,13:45:57,Off-Campus,16.13,Mexican,26,Yes,Yes
383,2025-11-28,18:30:58,Off-Campus,7.58,Asian,31,Yes,No
384,2025-11-28,18:42:55,Dorm,12.12,Mexican,37,Yes,No
385,2025-11-28,18:58:40,Off-Campus,15.97,Mediterranean,20,No,No
386,2025-11-28,19:13:29,Greek Life,41.32,Mediterranean,38,No,Yes
387,2025-11-29,13:05:18,Dorm,16.41,Indian,30,No,Yes
388,2025-11-29,17:06:21,Dorm,15.81,Mexican,34,No,No
389,2025-11-29,20:22:34,Greek Life,30.02,Salads,39,No,No
390,2025-11-29,22:09:20,Greek Life,50.91,Pizza,27,No,No
391,2025-11-30,19:36:36,Off-Campus,25.63,Salads,43,No,No
392,2025-11-30,20:50:43,Off-Campus,15.57,Pizza,38,Yes,No
393,2025-12-01,11:22:18,Dorm,14.43,Breakfast,30,No,No
394,2025-12-01,16:52:17,Greek Life,58.54,Mexican,26,No,Yes
395,2025-12-01,17:34:00,Grad Student,20.87,Salads,22,No,No
396,2025-12-01,20:37:06,Off-Campus,14.86,Burgers,39,No,Yes
397,2025-12-01,22:32:51,Off-Campus,12.23,Burgers,30,No,Yes
398,2025-12-02,10:38:01,Dorm,5.00,Burgers,28,No,Yes
399,2025-12-02,12:35:04,Dorm,12.12,Burgers,28,No,No
400,2025-12-02,13:10:08,Dorm,14.13,Mexican,29,Yes,Yes
401,2025-12-02,14:11:55,Off-Campus,20.33,Burgers,31,Yes,No
402,2025-12-02,19:24:30,Grad Student,39.58,Pizza,23,No,Yes
403,2025-12-02,20:44:38,Dorm,19.34,Pizza,40,No,No
404,2025-12-03,14:26:34,Dorm,13.08,Pizza,29,Yes,Yes
405,2025-12-03,15:11:31,Dorm,18.15,Mexican,20,No,No
406,2025-12-03,18:43:44,Dorm,15.49,Breakfast,36,No,Yes
407,2025-12-03,20:49:44,Grad Student,29.57,Mexican,33,No,No
408,2025-12-03,20:59:25,Dorm,10.88,Mexican,24,No,No
409,2025-12-04,13:34:00,Dorm,12.84,Mexican,27,Yes,No
410,2025-12-04,18:36:36,Dorm,11.71,Breakfast,23,Yes,Yes
411,2025-12-04,20:41:13,Grad Student,24.68,Asian,24,Yes,No
412,2025-12-05,10:43:14,Dorm,17.82,Salads,20,No,No
413,2025-12-05,12:56:37,Grad Student,27.00,Asian,35,No,No
414,2025-12-05,16:16:47,Greek Life,44.51,Pizza,27,Yes,Yes
415,2025-12-05,17:14:05,Dorm,18.07,Burgers,37,No,No
416,2025-12-05,18:04:32,Grad Student,24.01,Burgers,26,No,No
417,2025-12-05,18:30:57,Grad Student,25.52,Salads,29,No,Yes
418,2025-12-05,19:56:30,Greek Life,34.99,Burgers,32,No,Yes
419,2025-12-05,21:57:49,Grad Student,23.77,Asian,23,No,No
420,2025-12-06,10:58:32,Dorm,14.40,Mexican,35,Yes,No
421,2025-12-06,13:53:16,Grad Student,28.52,Salads,34,No,No
422,2025-12-07,10:39:33,Grad Student,18.13,Salads,31,No,Yes
423,2025-12-07,16:22:09,Dorm,15.41,Pizza,27,No,No
424,2025-12-07,18:36:40,Grad Student,35.47,Mexican,27,No,No
425,2025-12-07,20:41:52,Greek Life,64.48,Pizza,26,No,Yes
426,2025-12-07,20:49:35,Greek Life,51.55,Asian,35,No,Yes
427,2025-12-07,22:52:24,Grad Student,28.69,Salads,27,Yes,No
428,2025-12-08,12:28:40,Grad Student,33.00,Burgers,36,Yes,Yes
429,2025-12-08,12:43:47,Greek Life,48.06,Breakfast,27,No,Yes
430,2025-12-08,17:23:15,Grad Student,16.28,Pizza,14,Yes,Yes
431,2025-12-08,19:46:07,Dorm,9.90,Pizza,31,Yes,No
432,2025-12-08,21:02:43,Dorm,18.32,Salads,25,Yes,Yes
433,2025-12-09,13:34:51,Off-Campus,17.62,Pizza,34,Yes,Yes
434,2025-12-09,13:43:59,Greek Life,57.91,Pizza,26,No,No
435,2025-12-09,17:53:19,Greek Life,53.39,Mexican,32,Yes,Yes
436,2025-12-11,18:24:49,Greek Life,27.15,Burgers,26,No,No
437,2025-12-11,21:14:24,Off-Campus,16.20,Burgers,32,No,No
438,2025-12-12,18:54:51,Dorm,21.79,Mediterranean,29,Yes,Yes
439,2025-12-13,10:00:51,Dorm,17.12,Breakfast,32,No,Yes
440,2025-12-13,17:47:45,Off-Campus,19.97,Burgers,31,No,No
441,2025-12-14,16:14:50,Dorm,19.35,Burgers,30,No,Yes
442,2025-12-14,19:12:20,Dorm,11.32,Mediterranean,38,Yes,Yes
443,2025-12-15,10:57:20,Greek Life,12.00,Indian,23,No,No
444,2025-12-15,13:31:12,Grad Student,25.27,Breakfast,34,Yes,No
445,2025-12-15,14:06:13,Off-Campus,9.23,Salads,29,No,No
446,2025-12-15,17:21:05,Greek Life,62.38,Pizza,16,No,Yes
447,2025-12-16,11:08:47,Off-Campus,11.08,Mexican,38,No,Yes
448,2025-12-16,12:38:09,Grad Student,30.59,Burgers,18,No,Yes
449,2025-12-16,14:28:47,Off-Campus,15.60,Mexican,36,No,Yes
450,2025-12-16,19:03:23,Grad Student,29.04,Pizza,41,No,No
451,2025-12-17,11:33:25,Greek Life,31.46,Mexican,41,No,No
452,2025-12-17,11:51:32,Grad Student,40.78,Salads,26,No,No
453,2025-12-17,12:18:50,Grad Student,24.06,Pizza,32,No,Yes
454,2025-12-18,12:25:55,Grad Student,25.31,Breakfast,26,No,No
455,2025-12-18,12:33:48,Greek Life,51.62,Mexican,30,Yes,No
456,2025-12-18,13:31:12,Off-Campus,12.28,Burgers,26,No,No
457,2025-12-18,17:18:42,Greek Life,50.97,Mediterranean,31,No,Yes
458,2025-12-18,19:19:36,Dorm,11.07,Mediterranean,39,No,No
459,2025-12-18,19:32:44,Dorm,15.26,Mediterranean,32,No,Yes
460,2025-12-19,17:19:13,Dorm,14.90,Burgers,15,No,No
461,2025-12-19,18:47:46,Grad Student,20.44,Burgers,31,No,Yes
462,2025-12-19,18:48:21,Greek Life,58.91,Asian,28,No,Yes
463,2025-12-19,19:27:10,Grad Student,32.26,Asian,30,No,Yes
464,2025-12-20,10:33:15,Dorm,15.17,Burgers,36,No,No
465,2025-12-20,18:31:27,Grad Student,29.67,Asian,41,No,Yes
466,2025-12-21,12:39:04,Dorm,18.19,Asian,26,No,Yes
467,2025-12-21,13:37:25,Greek Life,47.00,Pizza,25,Yes,No
468,2025-12-21,15:25:14,Grad Student,34.25,Indian,24,Yes,No
469,2025-12-21,15:46:12,Grad Student,33.76,Mediterranean,31,Yes,Yes
470,2025-12-21,16:16:37,Greek Life,38.87,Mediterranean,29,No,No
471,2025-12-21,17:12:54,Greek Life,34.04,Burgers,19,Yes,No
472,2025-12-21,20:49:55,Dorm,21.92,Asian,26,No,Yes
473,2025-12-21,20:54:58,Dorm,17.41,Pizza,32,No,Yes
474,2025-12-22,11:15:40,Dorm,14.28,Salads,30,No,Yes
475,2025-12-22,20:56:06,Grad Student,29.20,Asian,34,No,Yes
476,2025-12-24,10:12:29,Grad Student,26.71,Mediterranean,27,Yes,Yes
477,2025-12-24,11:39:54,Grad Student,20.60,Asian,37,Yes,No
478,2025-12-24,13:59:09,Dorm,20.66,Pizza,20,No,Yes
479,2025-12-24,15:05:49,Dorm,22.25,Burgers,34,No,Yes
480,2025-12-24,20:14:16,Dorm,20.54,Asian,35,No,No
481,2025-12-24,20:19:16,Grad Student,18.62,Asian,27,No,Yes
482,2025-12-25,11:18:38,Dorm,18.30,Pizza,25,No,No
483,2025-12-25,14:24:39,Grad Student,24.75,Burgers,40,Yes,No
484,2025-12-25,17:22:41,Dorm,18.17,Pizza,37,No,Yes
485,2025-12-26,10:09:30,Dorm,15.96,Asian,26,No,No
486,2025-12-26,18:28:02,Greek Life,53.78,Mediterranean,28,Yes,No
487,2025-12-27,11:57:34,Off-Campus,20.69,Mexican,41,No,No
488,2025-12-27,13:03:23,Greek Life,19.54,Asian,24,No,No
489,2025-12-28,16:41:54,Greek Life,44.54,Salads,29,No,Yes
490,2025-12-28,17:33:09,Off-Campus,9.21,Mexican,34,No,No
491,2025-12-28,17:54:30,Dorm,12.30,Indian,34,No,No
492,2025-12-28,19:35:28,Greek Life,65.31,Mexican,43,No,No
493,2025-12-28,19:39:17,Dorm,19.52,Pizza,30,No,No
494,2025-12-29,19:58:22,Off-Campus,14.43,Pizza,31,No,Yes
495,2025-12-30,10:55:46,Off-Campus,10.49,Pizza,16,No,Yes
496,2025-12-30,17:47:59,Greek Life,40.17,Mexican,29,Yes,Yes
497,2025-12-30,19:50:43,Dorm,14.39,Mediterranean,33,No,Yes
498,2025-12-31,14:38:12,Dorm,10.61,Pizza,32,Yes,No
499,2025-12-31,15:22:37,Grad Student,32.14,Salads,16,No,Yes
500,2025-12-31,17:56:46,Dorm,13.85,Breakfast,17,Yes,No
501,2026-01-01,13:21:51,Grad Student,37.79,Pizza,24,Yes,Yes
502,2026-01-01,14:21:53,Off-Campus,14.08,Indian,39,No,No
503,2026-01-01,14:26:06,Dorm,8.24,Burgers,28,No,Yes
504,2026-01-01,18:13:34,Grad Student,21.64,Mexican,29,No,No
505,2026-01-01,21:00:00,Off-Campus,18.93,Mexican,33,No,No
506,2026-01-01,22:14:47,Off-Campus,16.40,Burgers,26,Yes,Yes
507,2026-01-02,10:42:57,Off-Campus,24.27,Mexican,15,No,
508,2026-01-02,17:09:54,Dorm,20.79,Mexican,32,No,
509,2026-01-03,15:23:57,Greek Life,42.75,Asian,32,No,Yes
510,2026-01-03,17:51:30,Dorm,17.15,Burgers,28,No,Yes
511,2026-01-03,18:23:28,Dorm,16.83,Asian,25,Yes,Yes
512,2026-01-03,19:30:29,Grad Student,30.23,Asian,25,No,Yes
513,2026-01-04,17:50:19,Off-Campus,13.05,Asian,29,No,No
514,2026-01-05,13:51:26,Grad Student,36.46,Mediterranean,19,No,No
515,2026-01-05,18:57:07,Greek Life,42.93,Asian,25,No,No
516,2026-01-05,19:54:16,Dorm,17.18,Pizza,30,No,Yes
517,2026-01-06,12:39:42,Dorm,12.83,Salads,21,Yes,No
518,2026-01-06,13:39:17,Dorm,10.12,Mexican,24,Yes,
519,2026-01-06,14:26:19,Greek Life,38.50,Asian,41,No,
520,2026-01-06,20:42:12,Off-Campus,16.50,Pizza,37,No,No
521,2026-01-06,20:59:12,Off-Campus,15.59,Asian,27,Yes,Yes
522,2026-01-07,11:01:46,Grad Student,32.17,Asian,30,No,No
523,2026-01-07,12:00:29,Dorm,9.71,Salads,30,No,Yes
524,2026-01-07,12:34:20,Dorm,15.96,Burgers,20,Yes,
525,2026-01-08,13:16:58,Dorm,13.13,Breakfast,33,No,Yes
526,2026-01-09,14:31:11,Off-Campus,21.04,Burgers,17,Yes,No
527,2026-01-09,20:33:13,Off-Campus,15.70,Pizza,21,No,No
528,2026-01-10,11:19:19,Dorm,11.02,Pizza,30,No,No
529,2026-01-11,13:37:27,Grad Student,28.60,Salads,23,No,No
530,2026-01-12,10:51:18,Dorm,14.71,Breakfast,32,No,No
531,2026-01-12,14:18:55,Greek Life,42.90,Pizza,27,Yes,No
532,2026-01-12,21:00:45,Dorm,5.00,Pizza,23,Yes,
533,2026-01-13,14:22:43,Dorm,11.23,Pizza,38,No,No
534,2026-01-13,18:20:53,Off-Campus,21.38,Pizza,29,Yes,
535,2026-01-13,20:01:11,Grad Student,12.71,Indian,34,No,
536,2026-01-14,19:16:10,Dorm,15.70,Pizza,24,No,Yes
537,2026-01-15,16:15:46,Grad Student,21.34,Mexican,19,No,Yes
538,2026-01-15,17:38:38,Off-Campus,28.33,Burgers,31,No,Yes
539,2026-01-15,17:52:51,Off-Campus,22.92,Asian,26,No,No
540,2026-01-16,13:55:27,Off-Campus,29.41,Asian,31,No,No
541,2026-01-16,15:49:24,Dorm,15.37,Mexican,38,Yes,Yes
542,2026-01-16,17:42:18,Dorm,17.28,Burgers,21,Yes,No
543,2026-01-17,18:24:35,Off-Campus,11.74,Indian,38,No,Yes
544,2026-01-18,15:39:03,Off-Campus,23.09,Pizza,25,No,No
545,2026-01-18,16:38:24,Grad Student,28.34,Salads,33,No,No
546,2026-01-18,17:12:18,Off-Campus,8.35,Salads,35,Yes,Yes
547,2026-01-18,18:34:22,Greek Life,36.91,Breakfast,28,No,Yes
548,2026-01-19,17:33:06,Greek Life,24.55,Pizza,34,No,Yes
549,2026-01-19,17:36:30,Greek Life,44.36,Mexican,27,No,No
550,2026-01-19,18:55:08,Off-Campus,15.17,Mexican,40,Yes,No
551,2026-01-19,19:45:24,Grad Student,20.78,Burgers,34,Yes,No
552,2026-01-19,21:16:10,Dorm,17.80,Mexican,32,Yes,No
553,2026-01-20,13:41:08,Greek Life,62.91,Breakfast,31,No,
554,2026-01-21,21:45:46,Dorm,16.58,Burgers,32,No,Yes
555,2026-01-22,13:23:55,Dorm,17.92,Indian,34,No,No
556,2026-01-22,15:20:31,Off-Campus,16.91,Burgers,28,Yes,No
557,2026-01-22,17:40:41,Grad Student,34.29,Breakfast,35,Yes,No
558,2026-01-22,20:45:58,Off-Campus,16.79,Pizza,33,No,Yes
559,2026-01-22,21:47:37,Grad Student,27.29,Mediterranean,33,No,
560,2026-01-23,11:40:17,Off-Campus,12.90,Indian,29,No,
561,2026-01-23,18:29:53,Greek Life,42.83,Mexican,28,Yes,No
562,2026-01-23,19:27:38,Grad Student,30.13,Mediterranean,26,No,No
563,2026-01-23,20:39:22,Grad Student,22.06,Mediterranean,42,No,No
564,2026-01-23,20:56:15,Off-Campus,10.23,Mexican,35,No,Yes
565,2026-01-24,20:51:11,Grad Student,30.79,Asian,27,Yes,
566,2026-01-25,11:28:34,Off-Campus,16.22,Asian,39,Yes,Yes
567,2026-01-25,14:10:29,Off-Campus,14.59,Mediterranean,34,No,Yes
568,2026-01-25,15:33:05,Greek Life,29.71,Burgers,29,No,No
569,2026-01-25,19:35:10,Dorm,5.49,Pizza,36,Yes,No
570,2026-01-25,20:45:41,Dorm,8.82,Asian,40,Yes,Yes
571,2026-01-25,21:13:46,Dorm,19.34,Indian,32,Yes,Yes
572,2026-01-26,11:51:39,Grad Student,34.24,Asian,30,No,Yes
573,2026-01-26,17:02:21,Greek Life,65.83,Pizza,34,Yes,No
574,2026-01-27,17:07:31,Off-Campus,12.28,Pizza,25,Yes,No
575,2026-01-27,19:14:11,Grad Student,26.24,Mexican,30,No,Yes
576,2026-01-28,12:56:02,Greek Life,62.31,Salads,37,Yes,No
577,2026-01-28,14:34:14,Grad Student,44.38,Salads,30,No,No
578,2026-01-28,18:26:15,Off-Campus,13.27,Burgers,27,No,Yes
579,2026-01-29,10:26:19,Off-Campus,7.09,Indian,36,No,No
580,2026-01-29,17:11:12,Off-Campus,12.47,Indian,30,Yes,No
581,2026-01-29,17:35:17,Off-Campus,18.70,Asian,36,Yes,No
582,2026-01-29,20:03:08,Dorm,24.57,Pizza,33,No,
583,2026-01-29,22:29:50,Off-Campus,22.50,Pizza,15,No,No
584,2026-01-30,12:17:09,Off-Campus,14.65,Mexican,16,No,No
585,2026-01-30,18:20:04,Dorm,5.00,Pizza,24,No,No
586,2026-01-30,19:06:02,Off-Campus,23.84,Burgers,34,No,Yes
587,2026-01-30,19:54:27,Dorm,9.97,Burgers,23,Yes,Yes
588,2026-01-30,20:07:37,Dorm,11.71,Pizza,26,No,Yes
589,2026-02-01,12:43:42,Dorm,26.85,Burgers,25,No,No
590,2026-02-02,15:53:37,Grad Student,24.02,Mexican,38,Yes,
591,2026-02-03,10:10:36,Dorm,20.30,Burgers,37,No,No
592,2026-02-03,11:18:04,Greek Life,53.45,Mediterranean,34,No,No
593,2026-02-03,11:59:01,Grad Student,21.00,Asian,31,No,No
594,2026-02-03,13:19:10,Off-Campus,15.14,Mediterranean,17,Yes,No
595,2026-02-03,17:04:01,Dorm,16.17,Pizza,18,Yes,No
596,2026-02-03,22:43:23,Dorm,22.06,Asian,53,Yes,No
597,2026-02-04,14:31:43,Dorm,17.79,Mexican,31,No,No
598,2026-02-04,16:11:10,Grad Student,28.78,Pizza,22,No,No
599,2026-02-04,17:54:16,Off-Campus,18.90,Burgers,32,No,Yes
600,2026-02-04,18:29:49,Grad Student,23.65,Pizza,27,Yes,No
601,2026-02-04,20:38:47,Dorm,10.33,Burgers,48,No,No
602,2026-02-04,21:04:19,Dorm,11.27,Salads,20,No,No
603,2026-02-05,13:34:32,Greek Life,36.83,Mexican,40,Yes,No
604,2026-02-05,16:58:59,Grad Student,17.00,Mediterranean,34,No,No
605,2026-02-05,17:47:59,Dorm,17.13,Burgers,27,Yes,No
606,2026-02-05,21:26:02,Grad Student,34.65,Salads,32,Yes,No
607,2026-02-06,11:20:36,Off-Campus,20.72,Burgers,34,No,
608,2026-02-06,19:52:54,Off-Campus,16.32,Mexican,25,No,
609,2026-02-07,12:15:34,Off-Campus,22.31,Indian,35,No,Yes
610,2026-02-07,15:14:49,Dorm,17.49,Pizza,33,No,No
611,2026-02-07,15:47:26,Grad Student,28.91,Salads,25,No,No
612,2026-02-07,17:44:36,Greek Life,52.05,Indian,31,No,Yes
613,2026-02-07,18:15:09,Dorm,14.83,Indian,18,No,No
614,2026-02-07,22:23:44,Off-Campus,13.45,Breakfast,26,Yes,Yes
615,2026-02-08,16:31:17,Grad Student,28.11,Mediterranean,18,No,No
616,2026-02-08,16:39:44,Dorm,17.69,Asian,23,No,Yes
617,2026-02-08,19:07:29,Dorm,16.87,Mediterranean,32,No,Yes
618,2026-02-08,19:32:43,Off-Campus,16.52,Asian,31,No,No
619,2026-02-10,12:36:25,Grad Student,30.30,Indian,21,No,No
620,2026-02-10,17:37:02,Dorm,17.98,Salads,35,No,No
621,2026-02-10,18:30:22,Off-Campus,10.83,Pizza,36,Yes,
622,2026-02-10,18:39:59,Dorm,17.96,Pizza,37,Yes,No
623,2026-02-11,10:30:58,Dorm,11.26,Mexican,38,No,No
624,2026-02-11,12:01:47,Off-Campus,19.40,Indian,25,Yes,Yes
625,2026-02-12,11:54:47,Dorm,25.25,Burgers,24,Yes,No
626,2026-02-12,12:34:10,Dorm,12.76,Pizza,29,No,No
627,2026-02-12,17:25:53,Greek Life,44.94,Pizza,26,No,No
628,2026-02-12,22:57:56,Dorm,14.30,Breakfast,43,No,Yes
629,2026-02-13,12:40:29,Greek Life,45.82,Mediterranean,30,No,No
630,2026-02-13,18:28:22,Dorm,16.27,Mexican,31,No,No
631,2026-02-14,11:01:18,Off-Campus,21.62,Asian,29,Yes,No
632,2026-02-14,19:03:18,Dorm,13.34,Pizza,40,Yes,No
633,2026-02-14,19:26:11,Dorm,8.35,Mediterranean,26,Yes,Yes
634,2026-02-14,19:26:22,Grad Student,31.91,Asian,32,No,
635,2026-02-14,20:42:48,Dorm,6.13,Mexican,26,No,No
636,2026-02-15,12:45:33,Greek Life,37.49,Burgers,32,No,No
637,2026-02-15,18:57:50,Greek Life,38.64,Burgers,42,No,No
638,2026-02-15,20:27:41,Greek Life,52.69,Burgers,27,Yes,Yes
639,2026-02-16,10:04:38,Off-Campus,17.82,Mexican,21,No,No
640,2026-02-16,12:44:25,Dorm,12.25,Mexican,20,No,Yes
641,2026-02-16,13:29:27,Dorm,22.13,Asian,40,No,No
642,2026-02-16,13:59:02,Greek Life,56.77,Pizza,32,Yes,No
643,2026-02-16,14:35:54,Off-Campus,24.30,Asian,25,Yes,
644,2026-02-16,17:40:52,Dorm,15.85,Pizza,24,Yes,
645,2026-02-16,19:24:36,Dorm,10.47,Salads,36,Yes,Yes
646,2026-02-17,12:38:46,Off-Campus,21.17,Asian,19,Yes,
647,2026-02-17,19:25:42,Dorm,6.87,Asian,43,No,No
648,2026-02-18,19:28:39,Grad Student,19.92,Mediterranean,38,No,Yes
649,2026-02-18,20:30:35,Grad Student,32.07,Asian,23,No,No
650,2026-02-19,13:48:00,Dorm,7.98,Breakfast,28,Yes,Yes
651,2026-02-19,15:27:13,Dorm,13.97,Indian,32,No,No
652,2026-02-19,18:13:19,Dorm,6.07,Breakfast,32,Yes,No
653,2026-02-19,20:09:13,Dorm,19.46,Burgers,27,Yes,No
654,2026-02-19,20:17:00,Greek Life,43.55,Burgers,19,No,No
655,2026-02-20,13:39:57,Greek Life,61.33,Indian,46,Yes,No
656,2026-02-21,15:07:41,Dorm,13.13,Pizza,25,No,Yes
657,2026-02-21,16:43:26,Off-Campus,19.16,Asian,24,No,No
658,2026-02-21,18:00:25,Off-Campus,19.32,Mexican,36,Yes,No
659,2026-02-21,18:58:05,Greek Life,53.87,Mediterranean,29,Yes,Yes
660,2026-02-21,22:50:01,Grad Student,41.02,Asian,35,Yes,
661,2026-02-22,15:50:29,Off-Campus,20.19,Asian,40,Yes,No
662,2026-02-22,17:07:24,Greek Life,34.93,Burgers,37,Yes,Yes
663,2026-02-22,18:45:54,Dorm,11.01,Pizza,33,No,Yes
664,2026-02-22,20:31:32,Grad Student,24.84,Pizza,42,Yes,No
665,2026-02-22,22:56:45,Dorm,17.45,Burgers,36,No,No
666,2026-02-23,10:20:34,Grad Student,17.59,Breakfast,35,No,Yes
667,2026-02-23,12:18:47,Dorm,12.62,Indian,30,No,Yes
668,2026-02-23,17:34:55,Dorm,15.42,Pizza,38,No,No
669,2026-02-24,15:13:09,Grad Student,30.81,Asian,33,No,Yes
670,2026-02-25,10:16:31,Greek Life,52.62,Pizza,27,No,No
671,2026-02-25,12:56:58,Grad Student,32.61,Indian,35,No,
672,2026-02-25,13:34:36,Dorm,17.19,Pizza,18,No,Yes
673,2026-02-25,18:39:19,Grad Student,22.10,Mexican,36,No,No
674,2026-02-26,11:26:23,Greek Life,56.18,Breakfast,43,No,No
675,2026-02-27,10:41:21,Off-Campus,14.11,Mexican,33,No,No
676,2026-02-27,11:33:18,Grad Student,21.37,Asian,36,No,
677,2026-02-27,12:15:05,Off-Campus,17.26,Mediterranean,30,No,Yes
678,2026-02-27,15:13:55,Dorm,22.73,Mexican,20,No,Yes
679,2026-02-27,15:17:59,Off-Campus,12.11,Indian,20,No,No
680,2026-02-27,17:53:47,Off-Campus,11.77,Mediterranean,16,No,No
681,2026-02-28,12:30:47,Dorm,7.63,Mexican,37,No,No
682,2026-02-28,19:10:01,Off-Campus,16.66,Mexican,30,No,Yes
683,2026-02-28,19:41:10,Off-Campus,17.73,Asian,39,Yes,Yes
684,2026-03-01,12:59:12,Off-Campus,14.67,Pizza,32,Yes,Yes
685,2026-03-01,19:22:43,Grad Student,34.13,Indian,41,Yes,
686,2026-03-02,10:33:12,Grad Student,27.03,Pizza,22,No,No
687,2026-03-02,18:57:36,Grad Student,36.25,Mediterranean,34,No,Yes
688,2026-03-03,12:24:46,Greek Life,41.20,Mexican,16,No,No
689,2026-03-03,16:16:55,Dorm,12.78,Pizza,23,No,
690,2026-03-03,18:11:12,Off-Campus,21.23,Salads,37,No,Yes
691,2026-03-03,18:27:49,Dorm,19.37,Burgers,27,No,
692,2026-03-03,18:58:31,Off-Campus,10.81,Pizza,36,No,No
693,2026-03-03,20:43:07,Off-Campus,12.48,Salads,40,No,No
694,2026-03-03,21:10:21,Grad Student,23.34,Pizza,39,No,No
695,2026-03-04,14:07:22,Grad Student,38.73,Burgers,38,Yes,Yes
696,2026-03-04,16:12:31,Grad Student,20.47,Asian,32,No,
697,2026-03-05,11:52:01,Dorm,14.03,Pizza,26,No,Yes
698,2026-03-05,12:03:19,Dorm,11.33,Pizza,25,Yes,
699,2026-03-05,14:16:59,Dorm,12.07,Asian,28,No,No
700,2026-03-05,15:56:27,Dorm,16.30,Salads,38,No,No
701,2026-03-05,17:21:59,Greek Life,49.27,Burgers,37,No,No
702,2026-03-05,20:47:04,Greek Life,26.11,Pizza,40,No,No
703,2026-03-05,22:13:46,Dorm,19.43,Mexican,34,Yes,No
704,2026-03-06,19:37:12,Off-Campus,10.40,Burgers,30,Yes,Yes
705,2026-03-07,13:33:04,Grad Student,20.56,Pizza,32,No,Yes
706,2026-03-07,13:53:56,Dorm,13.34,Asian,29,No,No
707,2026-03-07,14:23:34,Off-Campus,26.69,Mexican,29,No,No
708,2026-03-07,21:40:32,Off-Campus,17.79,Mediterranean,37,No,No
709,2026-03-08,19:51:47,Off-Campus,14.40,Salads,35,Yes,
710,2026-03-09,19:54:35,Dorm,15.08,Pizza,35,Yes,
711,2026-03-10,11:43:35,Off-Campus,22.11,Mexican,42,Yes,No
712,2026-03-10,11:50:09,Greek Life,56.04,Pizza,37,No,Yes
713,2026-03-10,16:54:17,Dorm,17.23,Pizza,39,No,No
714,2026-03-10,18:45:24,Dorm,11.63,Burgers,29,No,Yes
715,2026-03-10,19:19:37,Dorm,20.84,Pizza,22,No,Yes
716,2026-03-11,10:51:47,Dorm,20.80,Indian,29,No,No
717,2026-03-11,12:16:24,Grad Student,41.01,Pizza,25,Yes,Yes
718,2026-03-11,14:01:01,Dorm,19.33,Burgers,24,No,Yes
719,2026-03-11,14:06:30,Off-Campus,18.33,Pizza,36,No,No
720,2026-03-11,17:29:33,Off-Campus,16.46,Pizza,34,No,
721,2026-03-11,20:01:55,Greek Life,34.41,Pizza,29,No,Yes
722,2026-03-12,11:49:32,Off-Campus,26.17,Asian,31,No,Yes
723,2026-03-12,14:37:53,Off-Campus,16.48,Mediterranean,30,No,Yes
724,2026-03-12,20:40:27,Grad Student,34.01,Breakfast,35,No,No
725,2026-03-13,10:53:43,Off-Campus,15.28,Asian,25,No,Yes
726,2026-03-13,12:11:15,Greek Life,69.46,Pizza,27,No,No
727,2026-03-13,12:14:55,Greek Life,31.72,Pizza,24,No,No
728,2026-03-14,17:29:56,Off-Campus,18.36,Burgers,28,Yes,Yes
729,2026-03-14,19:00:25,Dorm,15.63,Mexican,33,Yes,No
730,2026-03-15,10:39:18,Dorm,13.44,Pizza,27,No,Yes
731,2026-03-15,11:37:58,Grad Student,20.72,Indian,15,No,No
732,2026-03-15,11:45:51,Greek Life,41.47,Burgers,30,No,Yes
733,2026-03-15,15:46:55,Dorm,20.27,Burgers,36,Yes,Yes
734,2026-03-15,19:51:31,Grad Student,24.19,Burgers,36,Yes,Yes
735,2026-03-15,20:19:39,Off-Campus,20.68,Mediterranean,21,No,No
736,2026-03-16,11:43:11,Dorm,6.83,Mexican,38,No,No
737,2026-03-16,13:22:04,Greek Life,54.57,Mexican,25,No,No
738,2026-03-16,20:37:15,Grad Student,29.74,Salads,39,Yes,
739,2026-03-17,13:29:08,Dorm,20.29,Asian,28,No,Yes
740,2026-03-17,15:37:31,Grad Student,11.59,Mediterranean,12,No,Yes
741,2026-03-17,17:17:03,Grad Student,23.30,Pizza,38,Yes,No
742,2026-03-17,17:18:29,Greek Life,21.83,Mexican,36,Yes,No
743,2026-03-17,17:35:04,Greek Life,58.50,Mexican,26,No,No
744,2026-03-17,20:11:20,Off-Campus,16.57,Asian,22,No,No
745,2026-03-18,10:43:06,Dorm,15.13,Salads,39,No,Yes
746,2026-03-18,12:28:12,Grad Student,16.51,Asian,19,No,Yes
